in.census_division_name,Floor area (sf),year,Scout building type,N_bldgs_CDIV
West South Central,344550018,2048,Health Care,12821.33005
Mountain,315408508,2048,Health Care,11736.92169
Pacific,503187774,2048,Health Care,18724.5282
New England,459036072,2048,Lodging,7942.94573
Middle Atlantic,1392554565,2048,Lodging,24096.1136
East North Central,1734866578,2048,Lodging,30019.32074
West North Central,873937439,2048,Lodging,15122.20514
South Atlantic,2199010498,2048,Lodging,38050.65029
East South Central,532791931,2048,Lodging,9219.182656
West South Central,1198278442,2048,Lodging,20734.45033
Mountain,1068291016,2048,Lodging,18485.20864
Pacific,1352777832,2048,Lodging,23407.83559
New England,399546356,2048,Office,23115.43489
Middle Atlantic,2512249756,2048,Office,145344.2005
East North Central,1892183350,2048,Office,109470.7544
West North Central,927446656,2048,Office,53656.68456
South Atlantic,3353045410,2048,Office,193987.7606
East South Central,375111450,2048,Office,21701.77294
West South Central,1416957885,2048,Office,81976.96523
Mountain,1267789063,2048,Office,73346.92233
Pacific,1862375610,2048,Office,107746.2515
New England,299977631,2048,Office,17354.96593
Middle Atlantic,1213317017,2048,Office,70195.48567
East North Central,1788048340,2048,Office,103446.1067
West North Central,1059293335,2048,Office,61284.56873
South Atlantic,1718258423,2048,Office,99408.46689
East South Central,472767395,2048,Office,27351.57954
West South Central,1466608520,2048,Office,84849.46301
Mountain,1039134033,2048,Office,60118.26843
Pacific,1289666870,2048,Office,74612.64535
New England,865622802,2048,Mercantile and Service,66438.5557
Middle Atlantic,2567977051,2048,Mercantile and Service,197098.1887
East North Central,3683255616,2048,Mercantile and Service,282698.4026
West North Central,2441867187,2048,Mercantile and Service,187418.9644
South Atlantic,4272647461,2048,Mercantile and Service,327935.5924
East South Central,1377432373,2048,Mercantile and Service,105721.1261
West South Central,3155415039,2048,Mercantile and Service,242185.4153
Mountain,2253000732,2048,Mercantile and Service,172923.0264
Pacific,2526118164,2048,Mercantile and Service,193885.4221
New England,793901123,2048,Warehouse,45826.12628
Middle Atlantic,3471593750,2048,Warehouse,200389.808
East North Central,5765551758,2048,Warehouse,332803.2866
West North Central,2489833740,2048,Warehouse,143719.9572
South Atlantic,5712676269,2048,Warehouse,329751.1699
East South Central,2312795166,2048,Warehouse,133500.8105
West South Central,3963149902,2048,Warehouse,228763.7624
Mountain,2099726563,2048,Warehouse,121201.9127
Pacific,4781173340,2048,Warehouse,275982.2942
New England,550407593,2048,Other,39834.04133
Middle Atlantic,1174482055,2048,Other,84999.49368
East North Central,1315336182,2048,Other,95193.37397
West North Central,707493225,2048,Other,51202.62643
South Atlantic,1946331543,2048,Other,140859.7049
East South Central,412618652,2048,Other,29861.99436
West South Central,979119873,2048,Other,70860.76207
Mountain,539487915,2048,Other,39043.76353
Pacific,822672486,2048,Other,59538.36798
New England,544070496,2049,Assembly,39910.42732
Middle Atlantic,1272347168,2049,Assembly,93333.34476
East North Central,2842538086,2049,Assembly,208515.0923
West North Central,1277896484,2049,Assembly,93740.41622
South Atlantic,3918612793,2049,Assembly,287450.8216
East South Central,999371887,2049,Assembly,73309.17474
West South Central,1890807983,2049,Assembly,138700.6925
Mountain,1283428100,2049,Assembly,94146.1893
Pacific,1868342164,2049,Assembly,137052.7068
New England,860847168,2049,Education,26456.86844
Middle Atlantic,2508437256,2049,Education,77093.12053
East North Central,3186251465,2049,Education,97924.74085
West North Central,2160098388,2049,Education,66387.43903
South Atlantic,3539873047,2049,Education,108792.7788
East South Central,1169531494,2049,Education,35943.82607
West South Central,2875482666,2049,Education,88373.72003
Mountain,1366214966,2049,Education,41988.60258
Pacific,1965561035,2049,Education,60408.62032
New England,103074394,2049,Food Sales ,34358.13133
Middle Atlantic,66280479,2049,Food Sales ,22093.493
East North Central,320680481,2049,Food Sales ,106893.4937
West North Central,157119217,2049,Food Sales ,52373.07233
South Atlantic,114373558,2049,Food Sales ,38124.51933
East South Central,47624558,2049,Food Sales ,15874.85267
West South Central,168683625,2049,Food Sales ,56227.875
Mountain,129009308,2049,Food Sales ,43003.10267
Pacific,156225769,2049,Food Sales ,52075.25633
New England,73897346,2049,Food Services ,17149.17312
Middle Atlantic,93036225,2049,Food Services ,21590.68513
East North Central,246811539,2049,Food Services ,57276.93943
West North Central,81007798,2049,Food Services ,18799.27802
South Atlantic,352959564,2049,Food Services ,81910.44734
East South Central,135631378,2049,Food Services ,31475.63624
West South Central,258513885,2049,Food Services ,59992.67373
Mountain,282564362,2049,Food Services ,65574.00806
Pacific,258282288,2049,Food Services ,59938.92759
New England,126663071,2049,Health Care,4713.362221
Middle Atlantic,406307922,2049,Health Care,15119.45348
East North Central,882080811,2049,Health Care,32823.82417
West North Central,214271759,2049,Health Care,7973.440135
South Atlantic,697784668,2049,Health Care,25965.83098
East South Central,167671494,2049,Health Care,6239.359895
West South Central,348326904,2049,Health Care,12961.87482
Mountain,320686890,2049,Health Care,11933.33985
Pacific,509584228,2049,Health Care,18962.55183
New England,463636108,2049,Lodging,8022.542604
Middle Atlantic,1411342407,2049,Lodging,24421.20964
East North Central,1760179321,2049,Lodging,30457.32062
West North Central,883886474,2049,Lodging,15294.3586
South Atlantic,2232154297,2049,Lodging,38624.1551
East South Central,540542359,2049,Lodging,9353.292441
West South Central,1213584350,2049,Lodging,20999.29661
Mountain,1081144653,2049,Lodging,18707.62197
Pacific,1368085816,2049,Lodging,23672.7178
New England,401749756,2049,Office,23242.91083
Middle Atlantic,2525240479,2049,Office,146095.7684
East North Central,1899335327,2049,Office,109884.5264
West North Central,934211365,2049,Office,54048.05139
South Atlantic,3389156494,2049,Office,196076.9385
East South Central,377294647,2049,Office,21828.08006
West South Central,1430394043,2049,Office,82754.3034
Mountain,1280300659,2049,Office,74070.77071
Pacific,1876392578,2049,Office,108557.192
New England,301720032,2049,Office,17455.77115
Middle Atlantic,1220276123,2049,Office,70598.09918
East North Central,1796004273,2049,Office,103906.3909
West North Central,1067408203,2049,Office,61754.04793
South Atlantic,1737617310,2049,Office,100528.4598
East South Central,475716858,2049,Office,27522.21837
West South Central,1480682373,2049,Office,85663.69452
Mountain,1049938110,2049,Office,60743.32967
Pacific,1299887940,2049,Office,75203.97718
New England,871183716,2049,Mercantile and Service,66865.36873
Middle Atlantic,2585852783,2049,Mercantile and Service,198470.1925
East North Central,3698899169,2049,Mercantile and Service,283899.0816
West North Central,2463199463,2049,Mercantile and Service,189056.266
South Atlantic,4318215821,2049,Mercantile and Service,331433.0696
East South Central,1389043091,2049,Mercantile and Service,106612.2756
West South Central,3186343995,2049,Mercantile and Service,244559.2844
Mountain,2276500000,2049,Mercantile and Service,174726.6496
Pacific,2551490966,2049,Mercantile and Service,195832.8434
New England,805860840,2049,Warehouse,46516.47359
Middle Atlantic,3524618653,2049,Warehouse,203450.5492
East North Central,5848132324,2049,Warehouse,337570.0608
West North Central,2530094971,2049,Warehouse,146043.9446
South Atlantic,5809079102,2049,Warehouse,335315.8029
East South Central,2351425048,2049,Warehouse,135730.632
West South Central,4029634521,2049,Warehouse,232601.435
Mountain,2138674805,2049,Warehouse,123450.1109
Pacific,4845502442,2049,Warehouse,279695.5444
New England,556608643,2049,Other,40282.82308
Middle Atlantic,1185916992,2049,Other,85827.06176
East North Central,1326949707,2049,Other,96033.8668
West North Central,714536438,2049,Other,51712.35711
South Atlantic,1975968995,2049,Other,143004.6235
East South Central,417742279,2049,Other,30232.80096
West South Central,991367309,2049,Other,71747.13224
Mountain,546774414,2049,Other,39571.10128
Pacific,833229065,2049,Other,60302.36762
New England,544000244,2050,Assembly,39905.27397
Middle Atlantic,1271378906,2050,Assembly,93262.31766
East North Central,2856366943,2050,Assembly,209529.5116
West North Central,1286831787,2050,Assembly,94395.86761
South Atlantic,3951693360,2050,Assembly,289877.4549
East South Central,1005613709,2050,Assembly,73767.04516
West South Central,1901700562,2050,Assembly,139499.7204
Mountain,1295196411,2050,Assembly,95009.45669
Pacific,1881480591,2050,Assembly,138016.4794
New England,868397400,2050,Education,26688.91369
Middle Atlantic,2526898193,2050,Education,77660.49021
East North Central,3208350342,2050,Education,98603.91726
West North Central,2186189453,2050,Education,67189.30944
South Atlantic,3581515869,2050,Education,110072.6095
East South Central,1181185669,2050,Education,36301.99995
West South Central,2911494141,2050,Education,89480.47961
Mountain,1382314819,2050,Education,42483.40783
Pacific,1984658203,2050,Education,60995.54362
New England,103602692,2050,Food Sales ,34534.23067
Middle Atlantic,66611366,2050,Food Sales ,22203.78867
East North Central,321470642,2050,Food Sales ,107156.8807
West North Central,158235641,2050,Food Sales ,52745.21367
South Atlantic,115367393,2050,Food Sales ,38455.79767
East South Central,47901756,2050,Food Sales ,15967.252
West South Central,170049346,2050,Food Sales ,56683.11533
Mountain,130148986,2050,Food Sales ,43382.99533
Pacific,157591827,2050,Food Sales ,52530.609
New England,74276100,2050,Food Services ,17237.06962
Middle Atlantic,93500687,2050,Food Services ,21698.47167
East North Central,247419693,2050,Food Services ,57418.07222
West North Central,81583404,2050,Food Services ,18932.85747
South Atlantic,356026581,2050,Food Services ,82622.20234
East South Central,136420822,2050,Food Services ,31658.84055
West South Central,260606903,2050,Food Services ,60478.39521
Mountain,285060577,2050,Food Services ,66153.29846
Pacific,260540741,2050,Food Services ,60463.04116
New England,127839043,2050,Health Care,4757.122269
Middle Atlantic,411368714,2050,Health Care,15307.77472
East North Central,893044190,2050,Health Care,33231.79135
West North Central,216844665,2050,Health Care,8069.182626
South Atlantic,709734680,2050,Health Care,26410.51256
East South Central,169551224,2050,Health Care,6309.308052
West South Central,352128113,2050,Health Care,13103.32468
Mountain,326022827,2050,Health Care,12131.89972
Pacific,516033325,2050,Health Care,19202.53441
New England,468260041,2050,Lodging,8102.552981
Middle Atlantic,1430296509,2050,Lodging,24749.18256
East North Central,1785734497,2050,Lodging,30899.51545
West North Central,893904175,2050,Lodging,15467.70022
South Atlantic,2265625733,2050,Lodging,39203.32919
East South Central,548365784,2050,Lodging,9488.665332
West South Central,1229016113,2050,Lodging,21266.32063
Mountain,1094089112,2050,Lodging,18931.60684
Pacific,1383497802,2050,Lodging,23939.3996
New England,403938537,2050,Office,23369.54101
Middle Atlantic,2538114746,2050,Office,146840.5988
East North Central,1906345215,2050,Office,110290.0778
West North Central,940973633,2050,Office,54439.27699
South Atlantic,3425481445,2050,Office,198178.4895
East South Central,379465881,2050,Office,21953.69507
West South Central,1443889038,2050,Office,83535.04554
Mountain,1292870483,2050,Office,74797.98782
Pacific,1890412842,2050,Office,109368.3231
New England,303452881,2050,Office,17556.02374
Middle Atlantic,1227188354,2050,Office,70998.00078
East North Central,1803840332,2050,Office,104359.7398
West North Central,1075526245,2050,Office,62223.71075
South Atlantic,1757097778,2050,Office,101655.4867
East South Central,478654205,2050,Office,27692.15623
West South Central,1494820434,2050,Office,86481.64073
Mountain,1060797485,2050,Office,61371.59012
Pacific,1310119141,2050,Office,75795.89514
New England,876725646,2050,Mercantile and Service,67290.7247
Middle Atlantic,2603684570,2050,Mercantile and Service,199838.8235
East North Central,3714291992,2050,Mercantile and Service,285080.5164
West North Central,2484582031,2050,Mercantile and Service,190697.4277
South Atlantic,4364019531,2050,Mercantile and Service,334948.6104
East South Central,1400659546,2050,Mercantile and Service,107503.8655
West South Central,3217401855,2050,Mercantile and Service,246943.0471
Mountain,2300120361,2050,Mercantile and Service,176539.5671
Pacific,2576986328,2050,Mercantile and Service,197789.6715
New England,817939820,2050,Warehouse,47213.70508
Middle Atlantic,3578178955,2050,Warehouse,206542.1951
East North Central,5931495605,2050,Warehouse,342382.0155
West North Central,2570783447,2050,Warehouse,148392.5938
South Atlantic,5906539551,2050,Warehouse,340941.4844
East South Central,2390475586,2050,Warehouse,137984.735
West South Central,4096845703,2050,Warehouse,236481.0467
Mountain,2178080078,2050,Warehouse,125724.6902
Pacific,4910400390,2050,Warehouse,283441.63
New England,562851807,2050,Other,40734.6527
Middle Atlantic,1197406738,2050,Other,86658.59646
East North Central,1338601440,2050,Other,96877.12482
West North Central,721615722,2050,Other,52224.69832
South Atlantic,2005905029,2050,Other,145171.1511
East South Central,422906647,2050,Other,30606.55607
West South Central,1003713256,2050,Other,72640.63184
Mountain,554125610,2050,Other,40103.12127
Pacific,843873535,2050,Other,61072.7281
